input_text,target_text,label,label_id
Adjust Dove Shampoo count and increase it by 1.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 1}}",inc_quantity,4
Adjust Colgate Toothpaste count and increase it by 10.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 10}}",inc_quantity,4
Throw in 1 of Electral to my shopping list.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Electral"", ""quantity"": 1}}",add_to_cart,0
Complete the payment of 767 using Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 767, ""payment_method"": ""credit_card""}}",make_payment,8
Reduce 5 more for Amul Ice Cream.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 5}}",dec_quantity,5
"I need 9 more Red Bull, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 9}}",dec_quantity,5
"I'd like to buy 2 Red Bull, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 2}}",add_to_cart,0
"I'd like to buy 3 Emami Navratna Oil, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Emami Navratna Oil"", ""quantity"": 3}}",add_to_cart,0
Can you increase the quantity of Vicks VapoRub by 4?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 4}}",inc_quantity,4
Complete the payment of 368 using Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 368, ""payment_method"": ""cod""}}",make_payment,8
Use UPI to settle 256.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 256, ""payment_method"": ""upi""}}",make_payment,8
Throw in 1 of Close-Up Toothpaste to my shopping list.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 1}}",add_to_cart,0
I want to pay 128 through UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 128, ""payment_method"": ""upi""}}",make_payment,8
Bump up Vicks VapoRub by 7.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 7}}",inc_quantity,4
Make sure 5 5 Star is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""5 Star"", ""quantity"": 5}}",add_to_cart,0
Can you reduce the quantity of Amul Ice Cream by 5?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 5}}",dec_quantity,5
Add 5 Red Bull to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 5}}",add_to_cart,0
"I need 6 more 5 Star, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""5 Star"", ""quantity"": 6}}",inc_quantity,4
Charge 839 to my Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 839, ""payment_method"": ""cod""}}",make_payment,8
Bump up Cinthol Deo by 5.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Cinthol Deo"", ""quantity"": 5}}",inc_quantity,4
Add 3 Godrej Cinthol Deodorant to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 3}}",add_to_cart,0
"I'd like to buy 2 Maggi Masala Noodles, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 2}}",add_to_cart,0
Reduce 8 more for Amul Ice Cream.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 8}}",dec_quantity,5
"I need 1 more Tide Washing Powder, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 1}}",inc_quantity,4
Add 4 Heinz Tomato Ketchup to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 4}}",add_to_cart,0
"I need 6 more Godrej Cinthol Deodorant, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 6}}",dec_quantity,5
Charge 157 to my Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 157, ""payment_method"": ""cod""}}",make_payment,8
Drop Vicks VapoRub from my shopping list.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Vicks VapoRub""}}",delete_from_cart,10
Complete the payment of 265 using Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 265, ""payment_method"": ""debit_card""}}",make_payment,8
Bump up Colgate Toothpaste by 4.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 4}}",dec_quantity,5
I want to pay 244 through Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 244, ""payment_method"": ""debit_card""}}",make_payment,8
Can you reduce the quantity of Close-Up Toothpaste by 6?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 6}}",dec_quantity,5
Reduce 3 more for Electral.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Electral"", ""quantity"": 3}}",dec_quantity,5
I want to pay 824 through Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 824, ""payment_method"": ""credit_card""}}",make_payment,8
Pull up results for energy drink.,"{""name"": ""search"", ""arguments"": {""query"": ""energy drink""}}",search,3
Make sure 1 Close-Up Toothpaste is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 1}}",add_to_cart,0
Process a payment of 819 with Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 819, ""payment_method"": ""cod""}}",make_payment,8
I want to pay 179 through Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 179, ""payment_method"": ""credit_card""}}",make_payment,8
Use UPI to settle 830.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 830, ""payment_method"": ""upi""}}",make_payment,8
Make sure 5 Red Bull is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 5}}",add_to_cart,0
Use Cash on Delivery to settle 409.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 409, ""payment_method"": ""cod""}}",make_payment,8
Can you reduce the quantity of Vicks VapoRub by 6?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 6}}",dec_quantity,5
Bump up Nivea Cream by 5.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 5}}",inc_quantity,4
"I need 8 more Bisleri Water, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 8}}",inc_quantity,4
Click the menu image.,"{""name"": ""click_icon"", ""arguments"": {""icon_name"": ""menu""}}",click_icon,9
Use Net Banking to settle 881.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 881, ""payment_method"": ""net_banking""}}",make_payment,8
Adjust Vicks VapoRub count and increase it by 6.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 6}}",inc_quantity,4
Can you increase the quantity of Amul Ice Cream by 9?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 9}}",inc_quantity,4
Adjust Dove Shampoo count and increase it by 10.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 10}}",inc_quantity,4
Adjust Nivea Cream count and increase it by 2.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 2}}",inc_quantity,4
Drop Red Bull from my shopping list.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Red Bull""}}",delete_from_cart,10
Charge 924 to my Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 924, ""payment_method"": ""credit_card""}}",make_payment,8
I want to pay 768 through UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 768, ""payment_method"": ""upi""}}",make_payment,8
Complete the payment of 688 using Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 688, ""payment_method"": ""cod""}}",make_payment,8
"I need 5 more Electral, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Electral"", ""quantity"": 5}}",inc_quantity,4
Use Credit Card to settle 828.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 828, ""payment_method"": ""credit_card""}}",make_payment,8
Pull up results for buy shampoo.,"{""name"": ""search"", ""arguments"": {""query"": ""buy shampoo""}}",search,3
I want to pay 727 through Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 727, ""payment_method"": ""debit_card""}}",make_payment,8
Throw in 5 of Amul Ice Cream to my shopping list.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 5}}",add_to_cart,0
Adjust Nivea Cream count and increase it by 8.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 8}}",inc_quantity,4
Drop Mother Dairy Butter from my shopping list.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Mother Dairy Butter""}}",delete_from_cart,10
Charge 215 to my Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 215, ""payment_method"": ""cod""}}",make_payment,8
Increase 1 more for Maggi Masala Noodles.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 1}}",inc_quantity,4
Add 5 Bourbon Biscuits to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 5}}",add_to_cart,0
"I'd like to buy 3 Vicks VapoRub, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 3}}",add_to_cart,0
"I need 5 more Britannia Good Day Cookies, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 5}}",dec_quantity,5
Add 5 Tide Washing Powder to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 5}}",add_to_cart,0
Bump up Bisleri Water by 9.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 9}}",dec_quantity,5
Reboot the app.,"{""name"": ""restart_app"", ""arguments"": {}}",restart_app,11
Make sure 4 Pepsi is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Pepsi"", ""quantity"": 4}}",add_to_cart,0
Make sure 2 Colgate Toothpaste is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 2}}",add_to_cart,0
Reduce 9 more for Tide Washing Powder.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 9}}",dec_quantity,5
Complete the payment of 542 using Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 542, ""payment_method"": ""debit_card""}}",make_payment,8
"I'd like to buy 4 Tide Washing Powder, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 4}}",add_to_cart,0
Press checkout now.,"{""name"": ""click_button"", ""arguments"": {""button_name"": ""checkout""}}",click_button,7
Reduce 4 more for Bisleri Water.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 4}}",dec_quantity,5
Complete the payment of 785 using Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 785, ""payment_method"": ""cod""}}",make_payment,8
I want to pay 352 through Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 352, ""payment_method"": ""credit_card""}}",make_payment,8
Increase 6 more for Godrej Cinthol Deodorant.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 6}}",inc_quantity,4
Can you reduce the quantity of Colgate Toothpaste by 7?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 7}}",dec_quantity,5
Adjust Maggi Masala Noodles count and reduce it by 2.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 2}}",dec_quantity,5
Press confirm now.,"{""name"": ""click_button"", ""arguments"": {""button_name"": ""confirm""}}",click_button,7
Can you increase the quantity of Heinz Tomato Ketchup by 7?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 7}}",inc_quantity,4
Bump up Maggi Masala Noodles by 7.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Maggi Masala Noodles"", ""quantity"": 7}}",dec_quantity,5
I want to pay 699 through UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 699, ""payment_method"": ""upi""}}",make_payment,8
Reduce 8 more for Pepsi.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Pepsi"", ""quantity"": 8}}",dec_quantity,5
Use Debit Card to settle 354.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 354, ""payment_method"": ""debit_card""}}",make_payment,8
Add 3 Britannia Good Day Cookies to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 3}}",add_to_cart,0
Bump up 5 Star by 2.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""5 Star"", ""quantity"": 2}}",dec_quantity,5
Charge 339 to my Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 339, ""payment_method"": ""net_banking""}}",make_payment,8
Adjust 5 Star count and increase it by 8.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""5 Star"", ""quantity"": 8}}",inc_quantity,4
Complete the payment of 658 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 658, ""payment_method"": ""net_banking""}}",make_payment,8
Add 5 Emami Navratna Oil to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Emami Navratna Oil"", ""quantity"": 5}}",add_to_cart,0
Add 2 5 Star to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""5 Star"", ""quantity"": 2}}",add_to_cart,0
Can you reduce the quantity of Tide Washing Powder by 5?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 5}}",dec_quantity,5
Increase 1 more for Pepsi.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Pepsi"", ""quantity"": 1}}",inc_quantity,4
Charge 904 to my Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 904, ""payment_method"": ""credit_card""}}",make_payment,8
Adjust Heinz Tomato Ketchup count and reduce it by 1.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 1}}",dec_quantity,5
I want to pay 905 through Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 905, ""payment_method"": ""debit_card""}}",make_payment,8
Adjust Britannia Good Day Cookies count and increase it by 9.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 9}}",inc_quantity,4
"I need 10 more Bourbon Biscuits, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 10}}",dec_quantity,5
Use UPI to settle 383.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 383, ""payment_method"": ""upi""}}",make_payment,8
Bump up Nivea Cream by 7.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 7}}",dec_quantity,5
"I'd like to buy 1 Close-Up Toothpaste, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Close-Up Toothpaste"", ""quantity"": 1}}",add_to_cart,0
Reduce 2 more for Red Bull.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 2}}",dec_quantity,5
Make sure 3 Colgate Toothpaste is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 3}}",add_to_cart,0
Use Credit Card to settle 227.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 227, ""payment_method"": ""credit_card""}}",make_payment,8
Charge 753 to my Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 753, ""payment_method"": ""net_banking""}}",make_payment,8
Use Cash on Delivery to settle 603.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 603, ""payment_method"": ""cod""}}",make_payment,8
Process a payment of 334 with Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 334, ""payment_method"": ""debit_card""}}",make_payment,8
Can you put 1 of Pepsi in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Pepsi"", ""quantity"": 1}}",add_to_cart,0
Use Debit Card to settle 446.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 446, ""payment_method"": ""debit_card""}}",make_payment,8
Increase 1 more for Bisleri Water.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 1}}",inc_quantity,4
I want to pay 418 through Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 418, ""payment_method"": ""credit_card""}}",make_payment,8
Use Net Banking to settle 563.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 563, ""payment_method"": ""net_banking""}}",make_payment,8
Throw in 2 of Godrej Cinthol Deodorant to my shopping list.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 2}}",add_to_cart,0
Adjust Tide Washing Powder count and reduce it by 4.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Tide Washing Powder"", ""quantity"": 4}}",dec_quantity,5
Adjust Pepsi count and increase it by 4.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Pepsi"", ""quantity"": 4}}",inc_quantity,4
Can you reduce the quantity of Godrej Cinthol Deodorant by 8?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 8}}",dec_quantity,5
"I'd like to buy 2 Amul Ice Cream, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Amul Ice Cream"", ""quantity"": 2}}",add_to_cart,0
Charge 529 to my Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 529, ""payment_method"": ""credit_card""}}",make_payment,8
"I'd like to buy 1 Emami Navratna Oil, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Emami Navratna Oil"", ""quantity"": 1}}",add_to_cart,0
Can you reduce the quantity of Bisleri Water by 9?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Bisleri Water"", ""quantity"": 9}}",dec_quantity,5
Adjust Amul Milk count and increase it by 8.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Amul Milk"", ""quantity"": 8}}",inc_quantity,4
Can you reduce the quantity of Mother Dairy Butter by 4?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Mother Dairy Butter"", ""quantity"": 4}}",dec_quantity,5
Drop Electral from my shopping list.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Electral""}}",delete_from_cart,10
Make sure 3 Pepsi is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Pepsi"", ""quantity"": 3}}",add_to_cart,0
Increase 2 more for Mother Dairy Butter.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Mother Dairy Butter"", ""quantity"": 2}}",inc_quantity,4
Bump up Cinthol Deo by 2.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Cinthol Deo"", ""quantity"": 2}}",inc_quantity,4
Complete the payment of 242 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 242, ""payment_method"": ""net_banking""}}",make_payment,8
Reduce 2 more for Cinthol Deo.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Cinthol Deo"", ""quantity"": 2}}",dec_quantity,5
I want to pay 162 through Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 162, ""payment_method"": ""net_banking""}}",make_payment,8
Can you reduce the quantity of Godrej Cinthol Deodorant by 2?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 2}}",dec_quantity,5
"I'd like to buy 3 Godrej Cinthol Deodorant, add it to the cart.","{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 3}}",add_to_cart,0
Use Net Banking to settle 428.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 428, ""payment_method"": ""net_banking""}}",make_payment,8
Reduce 1 more for Bourbon Biscuits.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 1}}",dec_quantity,5
Complete the payment of 580 using Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 580, ""payment_method"": ""debit_card""}}",make_payment,8
Use UPI to settle 790.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 790, ""payment_method"": ""upi""}}",make_payment,8
Charge 428 to my UPI.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 428, ""payment_method"": ""upi""}}",make_payment,8
Adjust Amul Milk count and reduce it by 4.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Amul Milk"", ""quantity"": 4}}",dec_quantity,5
Adjust Britannia Good Day Cookies count and increase it by 8.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 8}}",inc_quantity,4
Can you increase the quantity of Electral by 7?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Electral"", ""quantity"": 7}}",inc_quantity,4
Can you reduce the quantity of Bourbon Biscuits by 3?,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 3}}",dec_quantity,5
Make sure 1 Bourbon Biscuits is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 1}}",add_to_cart,0
Can you put 2 of Mother Dairy Butter in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Mother Dairy Butter"", ""quantity"": 2}}",add_to_cart,0
Process a payment of 637 with Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 637, ""payment_method"": ""credit_card""}}",make_payment,8
Make sure 5 Bourbon Biscuits is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 5}}",add_to_cart,0
I want to pay 731 through Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 731, ""payment_method"": ""debit_card""}}",make_payment,8
Can you increase the quantity of Britannia Good Day Cookies by 7?,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 7}}",inc_quantity,4
"I need 8 more Heinz Tomato Ketchup, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 8}}",inc_quantity,4
Complete the payment of 248 using Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 248, ""payment_method"": ""net_banking""}}",make_payment,8
Increase 4 more for Cinthol Deo.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Cinthol Deo"", ""quantity"": 4}}",inc_quantity,4
Increase 3 more for Vicks VapoRub.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Vicks VapoRub"", ""quantity"": 3}}",inc_quantity,4
Refresh and reopen the app.,"{""name"": ""restart_app"", ""arguments"": {}}",restart_app,11
"I need 4 more Heinz Tomato Ketchup, please reduce the quantity.","{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 4}}",dec_quantity,5
Pull up results for best toothpaste.,"{""name"": ""search"", ""arguments"": {""query"": ""best toothpaste""}}",search,3
Increase 5 more for Amul Milk.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Amul Milk"", ""quantity"": 5}}",inc_quantity,4
Process a payment of 874 with Cash on Delivery.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 874, ""payment_method"": ""cod""}}",make_payment,8
Adjust Dove Shampoo count and reduce it by 5.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Dove Shampoo"", ""quantity"": 5}}",dec_quantity,5
Bump up Red Bull by 1.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 1}}",dec_quantity,5
Adjust Colgate Toothpaste count and increase it by 2.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Colgate Toothpaste"", ""quantity"": 2}}",inc_quantity,4
"I need 8 more Godrej Cinthol Deodorant, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Godrej Cinthol Deodorant"", ""quantity"": 8}}",inc_quantity,4
I want to pay 599 through Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 599, ""payment_method"": ""credit_card""}}",make_payment,8
Reduce 4 more for Red Bull.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 4}}",dec_quantity,5
Can you put 4 of Britannia Good Day Cookies in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Britannia Good Day Cookies"", ""quantity"": 4}}",add_to_cart,0
"I need 1 more Red Bull, please increase the quantity.","{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 1}}",inc_quantity,4
Adjust Red Bull count and increase it by 3.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Red Bull"", ""quantity"": 3}}",inc_quantity,4
Can you put 2 of Emami Navratna Oil in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Emami Navratna Oil"", ""quantity"": 2}}",add_to_cart,0
Make sure 5 Nivea Cream is added to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Nivea Cream"", ""quantity"": 5}}",add_to_cart,0
Use Net Banking to settle 470.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 470, ""payment_method"": ""net_banking""}}",make_payment,8
Click the cart image.,"{""name"": ""click_icon"", ""arguments"": {""icon_name"": ""cart""}}",click_icon,9
Take Cinthol Deo out of my cart.,"{""name"": ""delete_from_cart"", ""arguments"": {""item"": ""Cinthol Deo""}}",delete_from_cart,10
Can you put 3 of Mother Dairy Butter in my basket?,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Mother Dairy Butter"", ""quantity"": 3}}",add_to_cart,0
Add 2 Emami Navratna Oil to my cart.,"{""name"": ""add_to_cart"", ""arguments"": {""item"": ""Emami Navratna Oil"", ""quantity"": 2}}",add_to_cart,0
Process a payment of 629 with Net Banking.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 629, ""payment_method"": ""net_banking""}}",make_payment,8
I want to pay 314 through Credit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 314, ""payment_method"": ""credit_card""}}",make_payment,8
Bump up Bourbon Biscuits by 1.,"{""name"": ""dec_quantity"", ""arguments"": {""item"": ""Bourbon Biscuits"", ""quantity"": 1}}",dec_quantity,5
Complete the payment of 632 using Debit Card.,"{""name"": ""make_payment"", ""arguments"": {""amount"": 632, ""payment_method"": ""debit_card""}}",make_payment,8
Increase 9 more for Heinz Tomato Ketchup.,"{""name"": ""inc_quantity"", ""arguments"": {""item"": ""Heinz Tomato Ketchup"", ""quantity"": 9}}",inc_quantity,4
